Date,Title,Content,Cleaned_Speech,VADER_Score,VADER_Compound,VADER_Pos,VADER_Neg,VADER_Neu,VADER_Label,Emotions
39. [finance] I said,' Come on,"if you are so worried that England's cross will increase due to gas, then understand that whatever we saved, this saving will end there.",worried england cross increase due gas understand whatever saved saving end,"{'neg': 0.144, 'neu': 0.523, 'pos': 0.333, 'compound': 0.4404}",0.4404,0.333,0.144,0.523,positive,"{'negative': 2, 'sadness': 2, 'anger': 1, 'fear': 1, 'positive': 1}"
41. [general] Above which is Sindh,Balochistan,"Cup, Punjab and the electoral area, Jats and the speed of the night.",cup punjab electoral area jat speed night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
42. [development] If we do not include them in the race of progress and keep them behind on some pretext,then Pakistan will never be embarrassed,,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
44. [general] And here,Alhamdulillah,"this valley of saints and beggars is a plain,",valley saint beggar plain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'negative': 1, 'sadness': 1}"
46. [development] near me,the progress of Pakistan will be only that which has taken the deprived areas forward,which is Balochistan in it.,balochistan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
59. [welfare] I am sure Shah. Saheb,his government,"Sir Bilawal Bhutto Saheb, has reduced the alcohol consumption among Saheb's ladies, but still the amount is still remaining,",sir bilawal bhutto saheb reduced alcohol consumption among sahebs lady still amount still remaining,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 1, 'trust': 1}"
60. [welfare] we have given unlimited friends,we have spent money,"but still lakhs of people are suffering, they are suffering from cold today.",still lakh people suffering suffering cold today,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.7351}",-0.7351,0.0,0.554,0.446,negative,"{'disgust': 2, 'fear': 2, 'negative': 3, 'sadness': 2}"
62. [welfare] Brother,when I talked about Dadu,water stood in the rest of the area.,water stood rest area,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{'positive': 1}
66. [action] There are challenges but we will not leave our brothers and sisters alone and whatever is in our power,inshallah,"we will serve them,",serve,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'negative': 1, 'trust': 1}"
68. [action] We,inshallah,are the last ones that we have.,last one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
71. [general] and it is okay,Pakistan is on the shore,"it is the trust of Allah Taala, we will serve it as Amin.",trust allah taala serve amin,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,0.452,0.0,0.548,positive,"{'trust': 2, 'negative': 1}"
2023-04-10 00:00:00,PM Shehbaz Sharif Speaking Golden Jubilee Constitutional Convention in Islamabad - 10-04-2023,"""",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
2024-04-24 00:00:00,PM Shehbaz Sharif Interacts With Business Community - 24 04 2024,"""",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
[people] Perhaps his intentions will be different,his appearance will be different,"I want to tell you as Ida that you are the backbone of Pakistan's economy and there is no doubt about it, you are actually the back bone of Pakistan's economy, so to revive it now.",want tell ida backbone pakistan economy doubt actually back bone pakistan economy revive,"{'neg': 0.154, 'neu': 0.617, 'pos': 0.228, 'compound': 0.0516}",0.0516,0.228,0.154,0.617,positive,"{'anger': 1, 'positive': 2, 'trust': 4, 'fear': 1, 'negative': 2, 'sadness': 1, 'anticipation': 1}"
[development] Today I was coming and there was an article in a German magazine,its translation was ' Sikh Man of Indus',"so you guess after reading it, I got very angry and felt very sad too, but Inshallah, this will come into the lives of many people.",guess reading got angry felt sad inshallah come life many people,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.7506}",-0.7506,0.0,0.416,0.584,negative,"{'surprise': 1, 'positive': 1, 'anger': 1, 'disgust': 1, 'negative': 1}"
[governance] After one election,a new government has come in Sin,that of People's Party.,people party,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,0.73,0.0,0.27,positive,{}
[governance] There is a government and there is a coalition in Pakistan,there is a PMN in Punjab,"there is a coalition in Balochistan, there is a PTI supported government in KP, so we are not proud of whose rule is where, we should be proud of the fact that we should be free from our caste likes and dislikes and join hands with Pakistan.",coalition balochistan pti supported government kp proud whose rule proud fact free caste like dislike join hand pakistan,"{'neg': 0.08, 'neu': 0.31, 'pos': 0.61, 'compound': 0.9442}",0.9442,0.61,0.08,0.31,positive,"{'positive': 5, 'fear': 2, 'negative': 3, 'anticipation': 2, 'joy': 2, 'trust': 4, 'anger': 1, 'disgust': 1}"
[cooperation] In the best possible situation,let us come together,"gather our talents and gather all our capable minds, sitting in front of me and not only in this room, across the country, and understand what the issue is, what the challenge is.",gather talent gather capable mind sitting front room across country understand issue challenge,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.6908}",0.6908,0.401,0.0,0.599,positive,"{'positive': 1, 'anger': 1, 'fear': 1, 'negative': 1}"
[action] So that I,along with you,"along with your opinion, in consultation with you, we should bring out the good policies and we should work together day and night for Pakistan to export it, strengthen our industries and solve their problems.",along opinion consultation bring good policy work together day night pakistan export strengthen industry solve problem,"{'neg': 0.124, 'neu': 0.553, 'pos': 0.323, 'compound': 0.5106}",0.5106,0.323,0.124,0.553,positive,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 2, 'fear': 1, 'negative': 1, 'sadness': 1}"
[development] Next By making a plan for the year,we will double our exports in the year,"it will grow a lot, in this we have brought a revolution, I am not talking about any long and wide menu, just four or five areas where we need to focus on our mind and mental.",grow lot brought revolution talking long wide menu four five area need focus mind mental,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'anticipation': 3, 'joy': 1, 'positive': 3, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}"
[action] And in this way,by using whatever wisdom we have,"whatever Allah Taala has given us and whatever plus points we have, we should give this country its rightful place in the world and reduce the unemployment here.",whatever allah taala given u whatever plus point give country rightful place world reduce unemployment,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.182,0.818,negative,{'positive': 1}
[finance] The matter is that your inflation should come down,your jobs should increase,"unemployment should come down and people should look towards Pakistan, the challenges today are such issues where Pakistan should be consulted, if it is not consulted then I understand.",unemployment come people look towards pakistan challenge today issue pakistan consulted consulted understand,"{'neg': 0.191, 'neu': 0.724, 'pos': 0.086, 'compound': -0.3818}",-0.3818,0.086,0.191,0.724,negative,"{'anger': 1, 'fear': 1, 'negative': 1}"
[corruption] That we cannot blame anyone,we cannot level accusations on anyone,"we have to look into our own dark secrets, then I would say that it is never too late, there is a well, there is a way and this is the date of the present day of the world.",look dark secret would say never late well way date present day world,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.2057}",-0.2057,0.0,0.131,0.869,negative,"{'sadness': 2, 'trust': 2, 'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}"
[appreciation] Proud of you,your great ambassador of Pakistan,"so I think today we need you to move forward and end this rental which has become a business in Pakistan and there should be one generation industrial growth in true sense, one generation one for our agriculture.",think today need move forward end rental become business pakistan one generation industrial growth true sense one generation one agriculture,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6597}",0.6597,0.231,0.0,0.769,positive,"{'positive': 5, 'joy': 1, 'trust': 1}"
[action] We should take forward the one who is left far behind in us,i.e.,"that master whom we had understood a lot, we had thought that we should remove him from our shoulders, I am not talking about myself, this was my thinking at that time, I was a student at that time.",master understood lot thought remove shoulder talking thinking time student time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 2, 'anticipation': 3, 'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'trust': 1}"
[general] I had taken admission in college thinking that yes,this is a burden,"it should go away, today let's see where that burden has gone and when we see them, we feel ashamed.",go away today let see burden gone see feel ashamed,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0.0,0.429,0.571,negative,"{'disgust': 1, 'negative': 1, 'sadness': 1}"
[general] Come,this is a wonderful country,"it is made of many sacrifices, let's decide.",made many sacrifice let decide,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[action] Be prepared that if we have to make Pakistan,then Inshallah this will come true,"your wish will be fulfilled by the virtues and respect of my hard work, thank you very much.",wish fulfilled virtue respect hard work thank much,"{'neg': 0.081, 'neu': 0.116, 'pos': 0.803, 'compound': 0.91}",0.91,0.803,0.081,0.116,positive,"{'positive': 2, 'trust': 2, 'anticipation': 1, 'joy': 1}"
[cooperation] We have to come together in the cause of Pakistan,we have to identify the country's problem,we have to consider the problem as a challenge and find a solution to it.,consider problem challenge find solution,"{'neg': 0.325, 'neu': 0.241, 'pos': 0.434, 'compound': -0.0258}",-0.0258,0.434,0.325,0.241,neutral,"{'fear': 2, 'negative': 2, 'sadness': 1, 'anger': 1, 'positive': 1}"
[development] We have to increase,we should be prepared that we have to double our exports in 5 years,"we have to bring revolution in even the small world, we have to think about the freedom of the country by getting rid of the caste bias, there are definitely difficulties but the problem can be overcome.",bring revolution even small world think freedom country getting rid caste bias definitely difficulty problem overcome,"{'neg': 0.266, 'neu': 0.451, 'pos': 0.283, 'compound': 0.34}",0.34,0.283,0.266,0.451,positive,"{'anger': 3, 'anticipation': 1, 'fear': 3, 'negative': 6, 'positive': 2, 'sadness': 3, 'surprise': 1, 'joy': 1, 'trust': 1}"
[development] Quoting the business personality,he said that with your advice,we have decided to implement the wisdom.,decided implement wisdom,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267}",0.5267,0.63,0.0,0.37,positive,"{'positive': 1, 'trust': 1}"
[governance] Wazir Azam has said that Sarmaya,who is currently present in Pakistan,has a great status in the minds of Pakistan and has the status of a backbone.,great status mind pakistan status backbone,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,0.451,0.0,0.549,positive,"{'positive': 3, 'anger': 1, 'trust': 1}"
[cooperation] We all will have to work together,there are definitely difficulties,"but if we work together,",work together,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[action] Work will have to be done,the industry will have to be strengthened,"the verandah will have to be expanded,",verandah expanded,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[general] Swelling is a common issue,chronic disease,"I have just come back from a meeting in Islamabad yesterday and we are like family, there is nothing to hide.",come back meeting islamabad yesterday like family nothing hide,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.4621}",0.4621,0.365,0.0,0.635,positive,{'fear': 1}
[finance] The matter is not that for the export of sugar,I was being told to export sugar,it is a matter of whether we have surplus or not.,matter whether surplus,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.0258}",0.0258,0.355,0.0,0.645,neutral,{}
[corruption] And lots of other things are happening,things are coming from there where our revenue is not being given to them or to us and that is a problem and on top of that there is the pilferage,a l this so I think this I thank you this.,l think thank,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.714,0.0,0.286,positive,{}
[governance] We are focused,thank you very much Arf Habib Saheb Sir,"first of all, congratulations to you Shafa Mubarak, you have once again taken up the responsibility of Wajat Uma, congratulations to all the other ministers too, I thank Alhamdulillah, when we see this at this time.",first congratulation shafa mubarak taken responsibility wajat uma congratulation minister thank alhamdulillah see time,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8834}",0.8834,0.484,0.0,0.516,positive,{'anticipation': 1}
[finance] Alhamdulillah,within this period,the market in this rupee and 70 is big and in dollar terms it is 13 billion dollars and in rupee terms it is about a trillion.,market rupee big dollar term billion dollar rupee term trillion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[finance] Whatever is there in the valuation of Rupees has increased,in the same way you have joined hands with our People's Party,"you have joined hands with other people who have good relations, if I had not joined hands with you, then how would you have joined hands with them, I would like that.",joined hand people good relation joined hand would joined hand would like,"{'neg': 0.0, 'neu': 0.318, 'pos': 0.682, 'compound': 0.9325}",0.9325,0.682,0.0,0.318,positive,"{'positive': 4, 'anticipation': 1, 'joy': 1, 'surprise': 1, 'trust': 1}"
[cooperation] You shake two more hands,whatever you have,"I would suggest that one submission of yours, shake hands with our neighbors, whatever work you are doing, I thought on top of that, whatever you have, they will be very good, including India, I understand.",would suggest one submission shake hand neighbor whatever work thought top whatever good including india understand,"{'neg': 0.079, 'neu': 0.556, 'pos': 0.366, 'compound': 0.7351}",0.7351,0.366,0.079,0.556,positive,"{'trust': 4, 'anticipation': 4, 'positive': 4, 'joy': 1, 'surprise': 1}"
[cooperation] Yes,and you can do this with India also,"let's fix the situation, secondly, you join hands with those who are stale, there also you can improve the situation, and you can do that.",let fix situation secondly join hand stale also improve situation,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.8074}",0.8074,0.542,0.0,0.458,positive,"{'positive': 2, 'negative': 1, 'anticipation': 1, 'joy': 1, 'trust': 1}"
[general] Secondly,at this time,"what you said is that we should start a new inning again and we are fine, we have gone through difficult situations and I absolutely agree with you and that at this time,",said start new inning fine gone difficult situation absolutely agree time,"{'neg': 0.166, 'neu': 0.53, 'pos': 0.304, 'compound': 0.2716}",0.2716,0.304,0.166,0.53,positive,"{'anticipation': 2, 'fear': 1, 'positive': 1}"
[finance] Those are the three big issues in my view and at this time in the previous period,there was a head wind,"there was a head wind, there was a lot of difficulty, especially after Russia and Ukraine, Chuck, when you handled the previous period, there was a commodity super cycle and that.",head wind lot difficulty especially russia ukraine chuck handled previous period commodity super cycle,"{'neg': 0.131, 'neu': 0.656, 'pos': 0.213, 'compound': 0.3612}",0.3612,0.213,0.131,0.656,positive,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1}"
[finance] It means that if they have said 13 per cent,then your average inflation means that if the inflation comes down,"then the biggest issue at this time, for the government as well as for the business, is the policy rate, interest rates and this interest rate which is I",biggest issue time government well business policy rate interest rate interest rate,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.7964}",0.7964,0.474,0.0,0.526,positive,"{'anticipation': 1, 'fear': 1, 'negative': 1, 'trust': 1, 'positive': 2}"
[finance] I think that the sooner it starts getting cut,then whatever sentiment it is,"it will improve because when anyone is an investor and especially from outside when he sees that if the interest rate is high here, the energy price is what it is.",improve anyone investor especially outside see interest rate high energy price,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.8055}",0.8055,0.508,0.0,0.492,positive,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 1}"
[finance] I think that if there is any subsidy from any other government,you can take the presentation from them and if you implement that thing as soon as possible,then I think that the price of energy can also be earned for the industry.,think price energy also earned industry,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,0.296,0.0,0.704,positive,{}
[finance] Thirdly,since you will get this space,"the interest rates etc. will come down, your debt servicing shortfall will be reduced.",interest rate etc come debt servicing shortfall reduced,"{'neg': 0.217, 'neu': 0.522, 'pos': 0.261, 'compound': 0.128}",0.128,0.261,0.217,0.522,positive,"{'positive': 1, 'negative': 1, 'sadness': 1}"
[finance] Due to the substantial privatization that you are pursuing,I understand that due to the falling interest rates,you will get Rs.,get r,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[finance] 6065,then whatever is there for him,"I understand that it is a beginning, then the profit of one trillion rupees of State Bank this year is incremental, that incremental profit will also help you, whatever is there in the next budget, so all those who are giving you this space.",understand beginning profit one trillion rupee state bank year incremental incremental profit also help whatever next budget giving space,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.872}",0.872,0.421,0.0,0.579,positive,"{'trust': 2, 'positive': 1}"
[finance] All these are being generated by you in the price of energy and in the tax rate,especially the super tax,"which is the super tax, at this time you would be collecting only Rs. 450 billion, so even if you reduce it by half, it would be Rs. 1.25 billion.",super tax time would collecting r billion even reduce half would r billion,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,0.281,0.0,0.719,positive,"{'negative': 1, 'sadness': 1, 'anticipation': 1}"
[policy] I would highly recommend our Finance Minister that we have a lot of prescriptions,we just have to implement them,"so you also have a lot of knowledge in it, he also has a lot of knowledge, but I tell him that you need to give us some advice.",also lot knowledge also lot knowledge tell need give u advice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 2, 'trust': 1}"
[policy] No,as a PVC Chairman,"just implement the things that you keep advising the government, that is enough, so this is my submission, our good wishes are with you, all that we have is with you, as per your request, the offers etc.",implement thing keep advising government enough submission good wish per request offer etc,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.6808,0.337,0.0,0.663,positive,"{'fear': 1, 'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 1}"
[appreciation] Thank you very much,Arif Saheb,you have talked about all the important things.,talked important thing,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,0.474,0.0,0.526,positive,"{'positive': 1, 'trust': 1}"
[finance] The first thing is that the sentiment is getting positive right now,whatever report has come yesterday,I am not taking any credit for me.,taking credit,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818}",0.3818,0.722,0.0,0.278,positive,"{'positive': 1, 'trust': 1}"
[finance] And your IT exports in March are at an all time high of just over $300 million,so your current account I think is positive and similarly your retention this month is also higher,all the plus points but,plus point,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[cooperation] I think that we should fully avail this opportunity and the way to do so is to meet whatever legitimate demands of the business community we have,to the extent that we can,and that should be our focus.,focus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{'positive': 1}
[policy] Number One Export Led Growth Export Led Growth and Export Led Growth I think this is the only way that our biggest problem of foreign exchange can be resolved over a period of time,so for that,what I am doing right now,right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[cooperation] Inshallah,you come there and our ministers,secretaries and experts will sit with you and Inshallah.,secretary expert sit inshallah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 1, 'trust': 1}"
[cooperation] It took them a day and a half,they will sit day and night and whatever problems we should take fill for action,we will solve them there.,solve,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,1.0,0.0,0.0,positive,{}
[governance] You talked about privatization,so inshallah I want to guarantee you,the rest is in the hands of Allah.,rest hand allah,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939}",0.4939,0.615,0.0,0.385,positive,{'positive': 1}
[governance] We all are people of Khata,we ask for forgiveness from Allah,but this will be very clean.,clean,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,1.0,0.0,0.0,positive,"{'joy': 1, 'positive': 1, 'trust': 1}"
[governance] Shaf I guarantee you by the grace of God and free of any obstacle tomorrow,no bureaucratic delay will be allowed,"you come, make your own collaboration, make joint ventures, bring a good company from outside, whether it is PI, whether it is outsourcing of airports, whether it is DISK.",come make collaboration make joint venture bring good company outside whether pi whether outsourcing airport whether disk,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,0.847,positive,"{'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}"
[finance] If you collect all the things then our billions of billions of years are going down the train,you came,"you moved forward, why the job of the government is not to run the industry, the job of the government is only to give policies and should become act as a catalyst, nothing more.",moved forward job government run industry job government give policy become act catalyst nothing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'positive': 3, 'fear': 2, 'negative': 2, 'trust': 1}"
[general] And nothing less,I believe in it,"Inshallah, our team believes in it, you go ahead and sky is the limit,",inshallah team belief go ahead sky limit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,"{'trust': 1, 'positive': 2}"
[finance] That Pam did not have to complain,no one,"our officer had to ask for anything, you got the batch billin, there are others which were being discussed today, inshallah we will resolve them, but one, I would like to respectfully request you.",officer ask anything got batch billin others discussed today inshallah resolve one would like respectfully request,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7783}",0.7783,0.375,0.0,0.625,positive,"{'positive': 1, 'trust': 1}"
[appreciation] -We have made great umpires and this is a matter of great pride for Pakistan,for all of us but now the time has come that we should not be seeking rents,"this rental which is business minded, work hard to bring in modern techniques like production.",rental business minded work hard bring modern technique like production,"{'neg': 0.118, 'neu': 0.672, 'pos': 0.21, 'compound': 0.2732}",0.2732,0.21,0.118,0.672,positive,"{'anticipation': 1, 'positive': 1}"
[development] Increase like a heel on your foot,increase your high quality,"increase your marketing, which is the demand of today's times and you all know that, well you are aware of it,",increase marketing demand today time know well aware,"{'neg': 0.138, 'neu': 0.459, 'pos': 0.404, 'compound': 0.4404}",0.4404,0.404,0.138,0.459,positive,"{'positive': 1, 'anger': 1, 'negative': 1, 'anticipation': 1}"
[governance] the government for that,whatever I am telling you,we are now embedding in Islamabad.,embedding islamabad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[general] We have a mission,this is our vision,"we have to work in this,",work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[finance] If not,then out of 2700 billion,100 billion is 1300 billion.,billion billion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neutral,{}
[finance] 1200 billion is justified,that kitty should also come,"now many years have passed, many years have passed and both the lawyers from both the sides are in collusion and on the other side they take money, take dates, take extensions, this is a way and on the other side there are mountains of debt.",many year passed many year passed lawyer side collusion side take money take date take extension way side mountain debt,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.0,0.116,0.884,negative,"{'anger': 3, 'disgust': 2, 'fear': 2, 'negative': 3, 'sadness': 2, 'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}"
[finance] There are heaps of things in which we are buried under its burden,so I think it's all up to us,we have to decide whether to live a life of debt or to live a life of respect and dignity which is its light all around the world today.,decide whether live life debt live life respect dignity light around world today,"{'neg': 0.137, 'neu': 0.546, 'pos': 0.317, 'compound': 0.5106}",0.5106,0.317,0.137,0.546,positive,"{'negative': 1, 'sadness': 1, 'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 2}"
[general] We are seeing the spices and I am fully confident that Inshallah,this is the path that we will take together with you,"you will surely make Pakistan a great country in true sense, Inshallah, with your hard work, with your people, with your religion and you will become millions of people.",surely make pakistan great country true sense inshallah hard work people religion become million people,"{'neg': 0.063, 'neu': 0.495, 'pos': 0.441, 'compound': 0.8555}",0.8555,0.441,0.063,0.495,positive,"{'joy': 1, 'positive': 2, 'trust': 2}"
[policy] We have to make the policy framework in consultation with you,so this is what I want to answer to this question and I believe this is something that is a common art for all of you that we have to walk on this path,you are with us.,u,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
2022-04-20 00:00:00,Prime Minister Shehbaz Sharif  Addressing the First Cabinet Meeting in Islamabad 20 04 2022,"""",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,neutral,{}
1. [general] I am very out of love,so much from Islam,"you have also done this, I will share the knot with you, right, this is our first cabinet meeting and I, today, all the parties etc. are on stage, they are struggling for strength and the independent who has won and its I congratulate all of you from the bottom of my heart for becoming a member of Bina today and thank your leadership very much for entrusting you with the common responsibility of doing this every day.",also done share knot right first cabinet meeting today party etc stage struggling strength independent congratulate bottom heart becoming member bina today thank leadership much entrusting common responsibility every day,"{'neg': 0.069, 'neu': 0.591, 'pos': 0.34, 'compound': 0.875}",0.875,0.34,0.069,0.591,positive,"{'anticipation': 1, 'joy': 1, 'positive': 3, 'trust': 3, 'negative': 1, 'sadness': 1}"
2. [governance] Alhamdulillah,every day and not only on both sides of all this,"there are very capable Ajaans who have spent their whole lives in politics and have made a lot of sacrifices, a lot of struggle, and today you have not come to one and only through legal means.",capable ajaans spent whole life politics made lot sacrifice lot struggle today come one legal mean,"{'neg': 0.119, 'neu': 0.67, 'pos': 0.211, 'compound': 0.2023}",0.2023,0.211,0.119,0.67,positive,"{'negative': 2, 'anger': 2, 'fear': 1, 'sadness': 1, 'positive': 1, 'trust': 1}"
4. [cooperation] During this time,ladies,"despite the fact that you have your own political views, you have your own parties, you are welcome to have one of your own.",despite fact political view party welcome one,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908,0.533,0.0,0.467,positive,{'trust': 1}
5. [welfare] Make it worse than the likes and dislikes that come with a human being,you will make it very easy for the 22nd people of Pakistan,you will work hard day and night and you will fully master it with your experience and whatever ability you have.,work hard day night fully master experience whatever ability,"{'neg': 0.131, 'neu': 0.654, 'pos': 0.215, 'compound': 0.2263}",0.2263,0.215,0.131,0.654,positive,"{'positive': 3, 'trust': 1}"
6. [welfare] You will remain 18 and in the family field,Insha Allah,you will achieve success by working hard day and night and the people of Pakistan are expecting all the four pleasures from you.,achieve success working hard day night people pakistan expecting four pleasure,"{'neg': 0.083, 'neu': 0.476, 'pos': 0.44, 'compound': 0.7906}",0.7906,0.44,0.083,0.476,positive,"{'joy': 2, 'positive': 3, 'trust': 1, 'anticipation': 2}"
9. [development] In this way,when the party is fighting against unemployment and question exam,"how big are all these problems given by the previous government, I have failed miserably in this and Ram, I am.",big problem given previous government failed miserably ram,"{'neg': 0.645, 'neu': 0.355, 'pos': 0.0, 'compound': -0.8442}",-0.8442,0.0,0.645,0.355,negative,"{'fear': 2, 'negative': 4, 'sadness': 2, 'anger': 1, 'anticipation': 1}"
